Product_en;Amount_pcs;Price;Date
Pants;1;899,00;2023-08-22
Hybrid jacket;1;999,00;2023-08-22
Rain jacket;11;10409,10;2023-08-22
Pin;19;931,00;2023-08-22
Shawl/Scarf;35;5209,00;2023-08-22
Napkins;6;414,00;2023-08-22
Easter;2;358,00;2023-08-22
Teddy fleece;3;1947,00;2023-08-22
Viking;21;3303,30;2023-08-22
Kitchen;10;944,00;2023-08-22
Fleece jacket;1;699,00;2023-08-22
Post stamp;114;3420,00;2023-08-22
Headband;13;1857,00;2023-08-22
Children;17;2324,30;2023-08-22
Buff;15;1035,00;2023-08-22
Bag;161;362,00;2023-08-22
Woolen hat;1;899,10;2023-08-22
Woolen scarf;2;1275,00;2023-08-22
Reindeer products;7;3895,00;2023-08-22
Thimble;12;600,00;2023-08-22
Pen/Pencil;28;1332,00;2023-08-22
Thermobottle;3;693,10;2023-08-22
Lighter;11;934,30;2023-08-22
Card Deck;10;703,00;2023-08-22
Glasses case;2;238,00;2023-08-22
Nordkapp figure;16;1564,00;2023-08-22
Pile fleece;4;3396,00;2023-08-22
Bottle cap;3;297,00;2023-08-22
Slate;4;546,00;2023-08-22
Tin;1;99,00;2023-08-22
Stationery;15;679,00;2023-08-22
Viking jewelry;5;1295,00;2023-08-22
Coin;21;1659,00;2023-08-22
Pocket knife;1;129,00;2023-08-22
Boxer;10;1390,00;2023-08-22
Unknown;1;59,00;2023-08-23
Souvenirs;114;10214,20;2023-08-23
Trolls;47;5462,00;2023-08-23
Clothes;4;746,00;2023-08-23
Books;25;3495,00;2023-08-23
Figures;1;1199,00;2023-08-23
Various;7;784,00;2023-08-23
Food;76;6206,00;2023-08-23
Fur;6;3409,50;2023-08-23
Softshell;41;36859,00;2023-08-23
Down jacket;8;6992,50;2023-08-23
Mocca Fleece;18;12582,00;2023-08-23
Troll magnet;76;6004,00;2023-08-23
Fluffy socks;59;8411,00;2023-08-23
Christmas;164;22738,50;2023-08-23
Hat;44;6175,00;2023-08-23
Candy/Chocolate;36;3974,00;2023-08-23
T-shirt;94;26996,50;2023-08-23
Socks;91;10071,00;2023-08-23
Keychain;129;9052,10;2023-08-23
Cap;27;4595,00;2023-08-23
Down coat;7;4196,50;2023-08-23
Combijacket;8;5992,00;2023-08-23
Hoodie;15;6825,00;2023-08-23
Nordkapp book;8;1335,10;2023-08-23
Magnet;290;17908,30;2023-08-23
Glassware;10;1780,00;2023-08-23
Snow globe;22;2051,00;2023-08-23
Ny Form Troll;24;7506,00;2023-08-23
Woolen sweater;7;15293,00;2023-08-23
Gloves/Mittens;19;3710,30;2023-08-23
Sticker/Patch;50;2130,20;2023-08-23
Mug;32;4156,00;2023-08-23
Shot glass;23;1739,00;2023-08-23
Soft toy;14;2736,00;2023-08-23
Postcard;138;1467,00;2023-08-23
Jewelry;15;4595,00;2023-08-23
Pants;10;8630,40;2023-08-23
Hybrid jacket;2;1998,00;2023-08-23
Rain jacket;13;11707,20;2023-08-23
Pin;35;1710,10;2023-08-23
Shawl/Scarf;37;7253,00;2023-08-23
Napkins;5;345,00;2023-08-23
Easter;2;358,00;2023-08-23
Teddy fleece;4;2596,00;2023-08-23
Winter jacket;1;2299,00;2023-08-23
Viking;15;2845,00;2023-08-23
Kitchen;18;1896,00;2023-08-23
Down vest;1;809,10;2023-08-23
Fleece jacket;7;4893,00;2023-08-23
Post stamp;42;1302,00;2023-08-23
Headband;8;1132,00;2023-08-23
Children;6;799,10;2023-08-23
Buff;14;966,00;2023-08-23
Bag;188;436,00;2023-08-23
Woolen hat;3;2537,00;2023-08-23
Reindeer products;16;3524,00;2023-08-23
Thimble;7;369,00;2023-08-23
Pen/Pencil;19;1370,00;2023-08-23
Thermobottle;4;956,00;2023-08-23
Lighter;14;534,10;2023-08-23
Card Deck;14;903,00;2023-08-23
Glasses case;1;119,00;2023-08-23
Nordkapp figure;18;1642,00;2023-08-23
Pile fleece;1;849,00;2023-08-23
Bottle cap;17;1683,00;2023-08-23
Slate;2;398,00;2023-08-23
Tin;2;198,00;2023-08-23
Stationery;11;531,00;2023-08-23
Viking jewelry;7;2003,00;2023-08-23
License plate;15;1425,10;2023-08-23
Coin;27;2133,00;2023-08-23
Boxer;9;1251,00;2023-08-23
Souvenirs;110;7961,80;2023-08-24
Trolls;50;6397,00;2023-08-24
Clothes;1;99,00;2023-08-24
Books;22;3078,00;2023-08-24
Figures;2;2348,00;2023-08-24
Various;11;1860,50;2023-08-24
Food;71;6408,00;2023-08-24
Fur;2;2394,00;2023-08-24
Softshell;31;27869,00;2023-08-24
Down jacket;4;3286,60;2023-08-24
Mocca Fleece;7;4893,00;2023-08-24
Troll magnet;125;9680,40;2023-08-24
Fluffy socks;59;8461,00;2023-08-24
Christmas;120;15867,00;2023-08-24
Hat;92;13599,10;2023-08-24
Candy/Chocolate;19;1603,60;2023-08-24
T-shirt;129;35732,00;2023-08-24
Socks;97;10483,70;2023-08-24
Keychain;58;4168,20;2023-08-24
Cap;30;4845,30;2023-08-24
Down coat;5;2997,50;2023-08-24
Combijacket;5;3745,00;2023-08-24
Hoodie;46;19361,10;2023-08-24
Nordkapp book;16;2704,00;2023-08-24
Magnet;590;36285,00;2023-08-24
Glassware;18;3505,20;2023-08-24
Snow globe;51;4392,20;2023-08-24
Ny Form Troll;14;4376,00;2023-08-24
Woolen sweater;5;8795,00;2023-08-24
Gloves/Mittens;28;6548,00;2023-08-24
Sticker/Patch;33;1309,00;2023-08-24
Mug;52;6947,00;2023-08-24
Shot glass;13;811,00;2023-08-24
Soft toy;29;5034,00;2023-08-24
Postcard;433;4674,00;2023-08-24
Jewelry;11;3020,00;2023-08-24
Pants;1;899,00;2023-08-24
Rain jacket;6;6794,00;2023-08-24
Pin;26;1274,00;2023-08-24
Shawl/Scarf;31;5555,00;2023-08-24
Napkins;5;345,00;2023-08-24
Teddy fleece;5;3245,00;2023-08-24
Winter jacket;2;2898,50;2023-08-24
Viking;20;3201,00;2023-08-24
Kitchen;11;1132,00;2023-08-24
Fleece jacket;4;2796,00;2023-08-24
Post stamp;210;6366,00;2023-08-24
Headband;9;1341,00;2023-08-24
Children;13;1772,10;2023-08-24
Buff;16;1055,70;2023-08-24
Bag;243;556,50;2023-08-24
Woolen hat;1;749,00;2023-08-24
Reindeer products;12;6922,00;2023-08-24
Thimble;10;500,00;2023-08-24
Pen/Pencil;31;1471,20;2023-08-24
Thermobottle;2;478,00;2023-08-24
Lighter;18;702,00;2023-08-24
Card Deck;13;872,00;2023-08-24
Nordkapp figure;70;7750,00;2023-08-24
Pile fleece;1;849,00;2023-08-24
Bottle cap;12;1178,10;2023-08-24
Slate;4;676,00;2023-08-24
Enamel mug;3;717,00;2023-08-24
Plaid;1;499,00;2023-08-24
Insulation jacket;1;1199,00;2023-08-24
Tin;2;198,00;2023-08-24
Stationery;13;628,70;2023-08-24
Viking jewelry;3;762,10;2023-08-24
License plate;9;871,20;2023-08-24
Coin;59;4661,00;2023-08-24
Boxer;13;1723,60;2023-08-24
Souvenirs;23;2613,80;2023-08-25
Trolls;18;2495,00;2023-08-25
Clothes;1;99,00;2023-08-25
Books;13;2437,00;2023-08-25
Various;4;418,75;2023-08-25
Food;15;1656,30;2023-08-25
Fur;1;599,00;2023-08-25
Softshell;10;8990,00;2023-08-25
Mocca Fleece;2;1398,00;2023-08-25
Troll magnet;27;2054,00;2023-08-25
Fluffy socks;21;2959,00;2023-08-25
Christmas;52;5952,20;2023-08-25
Hat;39;6013,00;2023-08-25
Candy/Chocolate;2;208,00;2023-08-25
T-shirt;33;8709,00;2023-08-25
Socks;36;4117,00;2023-08-25
Keychain;30;2091,70;2023-08-25
Cap;6;976,00;2023-08-25
Down coat;1;599,50;2023-08-25
Hoodie;4;1686,00;2023-08-25
Nordkapp book;8;1352,00;2023-08-25
Magnet;156;9614,50;2023-08-25
Glassware;9;1543,10;2023-08-25
Snow globe;14;1016,00;2023-08-25
Ny Form Troll;8;2592,00;2023-08-25
Woolen sweater;1;1999,00;2023-08-25
Gloves/Mittens;10;2676,00;2023-08-25
Sticker/Patch;24;900,00;2023-08-25
Mug;19;2198,00;2023-08-25
Shot glass;17;941,30;2023-08-25
Soft toy;5;995,00;2023-08-25
Postcard;320;3372,00;2023-08-25
Jewelry;1;39,00;2023-08-25
Pants;3;2697,00;2023-08-25
Rain jacket;3;2697,30;2023-08-25
Pin;6;294,00;2023-08-25
Shawl/Scarf;9;1412,00;2023-08-25
Napkins;7;483,00;2023-08-25
Teddy fleece;1;649,00;2023-08-25
Viking;2;298,00;2023-08-25
Kitchen;9;945,60;2023-08-25
Post stamp;104;3120,00;2023-08-25
Headband;3;547,00;2023-08-25
Children;2;258,00;2023-08-25
Buff;5;345,00;2023-08-25
Bag;67;146,00;2023-08-25
Reindeer products;6;5588,00;2023-08-25
Thimble;1;35,00;2023-08-25
Pen/Pencil;5;215,00;2023-08-25
Lighter;1;39,00;2023-08-25
Card Deck;4;229,00;2023-08-25
Glasses case;1;119,00;2023-08-25
Nordkapp figure;15;1675,00;2023-08-25
Pile fleece;2;1698,00;2023-08-25
Bottle cap;4;396,00;2023-08-25
Enamel mug;3;717,00;2023-08-25
Stationery;6;90,00;2023-08-25
Coin;8;632,00;2023-08-25
Boxer;9;1251,00;2023-08-25
Souvenirs;62;4619,00;2023-08-26
Trolls;37;5290,10;2023-08-26
Clothes;13;2967,50;2023-08-26
Books;23;3067,00;2023-08-26
Figures;1;1149,00;2023-08-26
Various;12;1870,00;2023-08-26
Food;37;2919,00;2023-08-26
Fur;8;6588,00;2023-08-26
Softshell;32;28768,00;2023-08-26
Down jacket;3;2497,00;2023-08-26
Mocca Fleece;8;5592,00;2023-08-26
Troll magnet;45;3555,00;2023-08-26
Fluffy socks;69;9891,00;2023-08-26
Christmas;228;36522,70;2023-08-26
Hat;93;13342,00;2023-08-26
Candy/Chocolate;17;1543,00;2023-08-26
T-shirt;133;37718,50;2023-08-26
Socks;69;7563,00;2023-08-26
Keychain;90;6563,10;2023-08-26
Cap;45;7643,00;2023-08-26
Down coat;2;1199,00;2023-08-26
Combijacket;3;2247,00;2023-08-26
Hoodie;35;14865,00;2023-08-26
Nordkapp book;32;5408,00;2023-08-26
Magnet;327;19858,40;2023-08-26
Glassware;21;3529,00;2023-08-26
Snow globe;32;2553,00;2023-08-26
Ny Form Troll;42;13158,00;2023-08-26
Woolen sweater;7;15943,00;2023-08-26
Gloves/Mittens;49;8681,00;2023-08-26
Sticker/Patch;49;2287,00;2023-08-26
Mug;26;3231,00;2023-08-26
Shot glass;28;1672,00;2023-08-26
Soft toy;25;3449,00;2023-08-26
Postcard;189;2156,00;2023-08-26
Jewelry;18;4673,00;2023-08-26
Pants;3;2697,00;2023-08-26
Hybrid jacket;1;999,00;2023-08-26
Rain jacket;8;7592,00;2023-08-26
Pin;43;2107,00;2023-08-26
Shawl/Scarf;53;8225,00;2023-08-26
Napkins;38;2622,00;2023-08-26
Teddy fleece;6;3894,00;2023-08-26
Winter jacket;1;899,50;2023-08-26
Viking;14;2558,00;2023-08-26
Kitchen;14;1600,00;2023-08-26
Fleece jacket;5;3495,00;2023-08-26
Headband;10;1470,00;2023-08-26
Children;12;1898,00;2023-08-26
Buff;42;2898,00;2023-08-26
Bag;277;622,00;2023-08-26
Woolen hat;3;2527,00;2023-08-26
Woolen scarf;1;1275,00;2023-08-26
Reindeer products;15;6529,00;2023-08-26
Thimble;7;350,00;2023-08-26
Pen/Pencil;12;678,00;2023-08-26
Thermobottle;1;239,00;2023-08-26
Lighter;7;273,00;2023-08-26
Card Deck;25;1590,10;2023-08-26
Glasses case;1;119,00;2023-08-26
Nordkapp figure;24;2396,00;2023-08-26
Pile fleece;1;849,00;2023-08-26
Bottle cap;7;693,00;2023-08-26
Slate;3;437,00;2023-08-26
Enamel mug;1;239,00;2023-08-26
Insulation jacket;1;1199,00;2023-08-26
Stationery;10;326,00;2023-08-26
Viking jewelry;5;1355,00;2023-08-26
Coin;36;2844,00;2023-08-26
Boxer;7;973,00;2023-08-26
Souvenirs;1;69,00;2023-08-27
Trolls;2;120,00;2023-08-27
Various;1;538,30;2023-08-27
Food;3;317,00;2023-08-27
Softshell;1;899,00;2023-08-27
Mocca Fleece;1;699,00;2023-08-27
Troll magnet;1;79,00;2023-08-27
Fluffy socks;1;149,00;2023-08-27
Christmas;1;59,00;2023-08-27
T-shirt;1;269,00;2023-08-27
Socks;8;944,50;2023-08-27
Hoodie;2;828,00;2023-08-27
Magnet;7;403,00;2023-08-27
Gloves/Mittens;2;428,00;2023-08-27
Sticker/Patch;5;199,00;2023-08-27
Mug;1;99,00;2023-08-27
Shot glass;5;325,00;2023-08-27
Postcard;2;20,00;2023-08-27
Jewelry;3;397,00;2023-08-27
Shawl/Scarf;1;119,00;2023-08-27
Viking;1;129,00;2023-08-27
Buff;2;138,00;2023-08-27
Bag;6;14,00;2023-08-27
Reindeer products;2;738,00;2023-08-27
Card Deck;1;50,00;2023-08-27
Nordkapp figure;2;99,00;2023-08-27
Boxer;1;139,00;2023-08-27
Souvenirs;25;2165,80;2023-08-28
Trolls;5;721,00;2023-08-28
Clothes;6;894,00;2023-08-28
Books;7;1213,00;2023-08-28
Various;9;1005,00;2023-08-28
Food;15;1115,00;2023-08-28
Fur;3;3539,00;2023-08-28
Softshell;11;9889,00;2023-08-28
Down jacket;1;1099,00;2023-08-28
Mocca Fleece;1;699,00;2023-08-28
Troll magnet;7;553,00;2023-08-28
Fluffy socks;28;3862,00;2023-08-28
Christmas;79;11452,00;2023-08-28
Hat;16;3269,00;2023-08-28
Candy/Chocolate;1;129,00;2023-08-28
T-shirt;40;11151,50;2023-08-28
Socks;41;4529,00;2023-08-28
Keychain;27;1853,00;2023-08-28
Cap;18;2833,00;2023-08-28
Combijacket;2;1498,00;2023-08-28
Hoodie;5;2072,10;2023-08-28
Nordkapp book;4;676,00;2023-08-28
Magnet;56;3474,00;2023-08-28
Glassware;2;271,10;2023-08-28
Snow globe;4;367,00;2023-08-28
Ny Form Troll;21;6418,30;2023-08-28
Woolen sweater;5;9395,00;2023-08-28
Gloves/Mittens;5;925,00;2023-08-28
Sticker/Patch;13;543,00;2023-08-28
Mug;4;509,10;2023-08-28
Shot glass;8;332,00;2023-08-28
Soft toy;9;2393,00;2023-08-28
Postcard;70;729,00;2023-08-28
Jewelry;10;2610,00;2023-08-28
Pants;3;2607,10;2023-08-28
Rain jacket;2;1398,50;2023-08-28
Pin;9;436,10;2023-08-28
Shawl/Scarf;19;3091,00;2023-08-28
Napkins;12;828,00;2023-08-28
Teddy fleece;1;649,00;2023-08-28
Viking;3;482,10;2023-08-28
Kitchen;10;1165,00;2023-08-28
Fleece jacket;2;1398,00;2023-08-28
Headband;3;537,00;2023-08-28
Children;6;924,00;2023-08-28
Buff;28;1932,00;2023-08-28
Bag;68;164,50;2023-08-28
Woolen hat;2;1648,00;2023-08-28
Woolen scarf;1;1699,00;2023-08-28
Thimble;3;169,00;2023-08-28
Pen/Pencil;1;89,00;2023-08-28
Thermobottle;1;239,00;2023-08-28
Lighter;2;74,00;2023-08-28
Card Deck;2;129,00;2023-08-28
Nordkapp figure;4;426,00;2023-08-28
Bottle cap;5;495,00;2023-08-28
Tin;1;99,00;2023-08-28
Stationery;8;544,00;2023-08-28
Viking jewelry;1;242,10;2023-08-28
Coin;9;695,20;2023-08-28
Souvenirs;2;124,20;2023-08-29
Trolls;1;120,00;2023-08-29
Books;1;99,00;2023-08-29
Food;10;924,30;2023-08-29
Troll magnet;1;79,00;2023-08-29
Christmas;4;335,30;2023-08-29
Candy/Chocolate;4;368,60;2023-08-29
T-shirt;6;1714,00;2023-08-29
Socks;7;783,10;2023-08-29
Keychain;2;124,20;2023-08-29
Combijacket;1;749,00;2023-08-29
Nordkapp book;2;338,00;2023-08-29
Magnet;11;665,40;2023-08-29
Glassware;2;479,10;2023-08-29
Snow globe;3;237,00;2023-08-29
Sticker/Patch;1;30,00;2023-08-29
Mug;3;357,00;2023-08-29
Shot glass;3;195,00;2023-08-29
Postcard;15;160,00;2023-08-29
Jewelry;1;359,00;2023-08-29
Pants;1;899,00;2023-08-29
Pin;1;49,00;2023-08-29
Shawl/Scarf;1;119,00;2023-08-29
Bag;3;8,00;2023-08-29
Card Deck;3;237,00;2023-08-29
Coin;3;221,20;2023-08-29
Boxer;1;139,00;2023-08-29
Souvenirs;1;99,00;2023-08-30
Trolls;1;179,00;2023-08-30
Books;1;199,00;2023-08-30
Food;3;387,00;2023-08-30
Softshell;1;899,00;2023-08-30
Down jacket;1;1099,00;2023-08-30
Troll magnet;2;158,00;2023-08-30
Fluffy socks;4;686,00;2023-08-30
Christmas;6;884,00;2023-08-30
Hat;1;199,00;2023-08-30
T-shirt;3;717,50;2023-08-30
Socks;1;110,00;2023-08-30
Cap;4;706,00;2023-08-30
Combijacket;1;749,00;2023-08-30
Magnet;5;325,00;2023-08-30
Glassware;2;208,00;2023-08-30
Ny Form Troll;1;219,00;2023-08-30
Sticker/Patch;1;59,00;2023-08-30
Shot glass;15;605,00;2023-08-30
Soft toy;1;249,00;2023-08-30
Postcard;1;10,00;2023-08-30
Jewelry;1;299,00;2023-08-30
Pin;5;245,00;2023-08-30
Shawl/Scarf;2;388,00;2023-08-30
Napkins;1;69,00;2023-08-30
Winter jacket;1;899,50;2023-08-30
Viking;4;536,00;2023-08-30
Buff;2;138,00;2023-08-30
Bag;7;16,00;2023-08-30
Reindeer products;1;1400,00;2023-08-30
Thimble;1;50,00;2023-08-30
Lighter;1;39,00;2023-08-30
Slate;2;278,00;2023-08-30
Souvenirs;4;140,00;2023-08-31
Trolls;2;240,00;2023-08-31
Clothes;1;449,00;2023-08-31
Books;1;149,00;2023-08-31
Food;4;416,00;2023-08-31
Softshell;2;1798,00;2023-08-31
Down jacket;1;499,50;2023-08-31
Mocca Fleece;1;699,00;2023-08-31
Fluffy socks;2;298,00;2023-08-31
Christmas;4;356,00;2023-08-31
Hat;4;445,30;2023-08-31
Candy/Chocolate;2;180,60;2023-08-31
T-shirt;8;2132,00;2023-08-31
Socks;15;1664,60;2023-08-31
Keychain;3;207,00;2023-08-31
Cap;2;348,00;2023-08-31
Hoodie;2;828,00;2023-08-31
Nordkapp book;3;507,00;2023-08-31
Magnet;10;536,90;2023-08-31
Snow globe;2;158,00;2023-08-31
Ny Form Troll;6;1754,00;2023-08-31
Woolen sweater;2;3398,00;2023-08-31
Sticker/Patch;3;124,00;2023-08-31
Mug;1;110,00;2023-08-31
Shot glass;2;130,00;2023-08-31
Soft toy;2;251,30;2023-08-31
Postcard;11;107,00;2023-08-31
Rain jacket;1;699,30;2023-08-31
Pin;1;49,00;2023-08-31
Shawl/Scarf;9;1071,00;2023-08-31
Viking;2;598,00;2023-08-31
Kitchen;1;55,30;2023-08-31
Post stamp;1;900,00;2023-08-31
Children;1;129,00;2023-08-31
Buff;4;276,00;2023-08-31
Bag;11;21,10;2023-08-31
Reindeer products;5;6300,00;2023-08-31
Card Deck;1;79,00;2023-08-31
Insulation jacket;1;1199,00;2023-08-31
Boxer;2;278,00;2023-08-31
Souvenirs;61;2695,75;2023-09-01
Trolls;195;12004,00;2023-09-01
Clothes;2;298,00;2023-09-01
Books;-7;763,50;2023-09-01
Figures;1;599,00;2023-09-01
Various;0;0,00;2023-09-01
Food;184;6485,28;2023-09-01
Fur;1;599,00;2023-09-01
Softshell;63;27382,75;2023-09-01
Down jacket;1;1099,00;2023-09-01
Mocca Fleece;8;5592,00;2023-09-01
Troll magnet;121;4990,36;2023-09-01
Fluffy socks;159;11869,00;2023-09-01
Christmas;154;10862,10;2023-09-01
Hat;379;22633,84;2023-09-01
Candy/Chocolate;-105;-6844,80;2023-09-01
T-shirt;946;100765,42;2023-09-01
Socks;63;4219,78;2023-09-01
Keychain;101;3922,72;2023-09-01
Cap;276;18675,12;2023-09-01
Combijacket;27;9166,50;2023-09-01
Hoodie;436;75936,75;2023-09-01
Nordkapp book;5;845,00;2023-09-01
Magnet;1555;35605,07;2023-09-01
Glassware;31;3319,18;2023-09-01
Snow globe;118;4375,70;2023-09-01
Ny Form Troll;36;11024,00;2023-09-01
Woolen sweater;3;5897,00;2023-09-01
Gloves/Mittens;17;2531,50;2023-09-01
Sticker/Patch;473;7688,95;2023-09-01
Mug;163;8119,79;2023-09-01
Shot glass;201;4600,94;2023-09-01
Soft toy;26;2780,00;2023-09-01
Postcard;44;556,00;2023-09-01
Jewelry;27;4082,50;2023-09-01
Pin;94;2159,92;2023-09-01
Shawl/Scarf;20;2610,00;2023-09-01
Napkins;19;1311,00;2023-09-01
Teddy fleece;91;26774,25;2023-09-01
Viking;3;489,00;2023-09-01
Kitchen;20;794,10;2023-09-01
Fleece jacket;26;9643,50;2023-09-01
Post stamp;10;300,00;2023-09-01
Headband;101;6615,00;2023-09-01
Children;3;387,00;2023-09-01
Buff;44;1317,00;2023-09-01
Bag;49;110,00;2023-09-01
Reindeer products;13;9500,00;2023-09-01
Thimble;2;100,00;2023-09-01
Pen/Pencil;41;1093,84;2023-09-01
Thermobottle;3;717,00;2023-09-01
Lighter;10;386,00;2023-09-01
Card Deck;2;158,00;2023-09-01
Glasses case;32;1475,50;2023-09-01
Nordkapp figure;146;7770,96;2023-09-01
Bottle cap;29;1349,88;2023-09-01
Stationery;1;15,00;2023-09-01
Coin;4;316,00;2023-09-01
Boxer;3;417,00;2023-09-01
Souvenirs;5;911,00;2023-09-03
Trolls;2;289,00;2023-09-03
Clothes;3;967,00;2023-09-03
Books;9;1081,00;2023-09-03
Figures;1;599,00;2023-09-03
Various;0;0,00;2023-09-03
Food;7;823,00;2023-09-03
Fur;1;699,00;2023-09-03
Softshell;5;4405,10;2023-09-03
Troll magnet;10;790,00;2023-09-03
Fluffy socks;14;2006,00;2023-09-03
Christmas;30;3632,00;2023-09-03
Hat;2;229,00;2023-09-03
T-shirt;14;3896,50;2023-09-03
Socks;11;1322,00;2023-09-03
Keychain;9;621,00;2023-09-03
Cap;4;686,00;2023-09-03
Hoodie;6;2454,00;2023-09-03
Nordkapp book;1;169,00;2023-09-03
Magnet;54;3248,60;2023-09-03
Glassware;4;746,00;2023-09-03
Snow globe;2;178,00;2023-09-03
Ny Form Troll;9;2291,00;2023-09-03
Woolen sweater;2;3398,00;2023-09-03
Gloves/Mittens;9;2550,30;2023-09-03
Sticker/Patch;14;594,00;2023-09-03
Mug;2;358,00;2023-09-03
Shot glass;10;670,00;2023-09-03
Soft toy;1;259,00;2023-09-03
Postcard;37;457,00;2023-09-03
Jewelry;4;976,00;2023-09-03
Pants;3;2697,00;2023-09-03
Hybrid jacket;2;1998,00;2023-09-03
Rain jacket;2;1998,00;2023-09-03
Pin;2;93,10;2023-09-03
Shawl/Scarf;1;269,00;2023-09-03
Napkins;8;552,00;2023-09-03
Viking;1;269,00;2023-09-03
Kitchen;4;439,00;2023-09-03
Fleece jacket;1;699,00;2023-09-03
Post stamp;8;240,00;2023-09-03
Headband;1;149,00;2023-09-03
Buff;8;552,00;2023-09-03
Bag;33;72,00;2023-09-03
Reindeer products;3;3169,00;2023-09-03
Thimble;4;200,00;2023-09-03
Pen/Pencil;2;98,00;2023-09-03
Lighter;2;78,00;2023-09-03
Card Deck;1;50,00;2023-09-03
Nordkapp figure;10;1160,10;2023-09-03
Slate;1;139,00;2023-09-03
Stationery;4;60,00;2023-09-03
Viking jewelry;1;269,00;2023-09-03
Coin;9;711,00;2023-09-03
Boxer;2;278,00;2023-09-03
Softshell;3;2427,30;2023-09-04
Fluffy socks;1;104,30;2023-09-04
Christmas;4;746,00;2023-09-04
T-shirt;5;1465,00;2023-09-04
Socks;2;278,00;2023-09-04
Hoodie;1;429,00;2023-09-04
Magnet;6;333,30;2023-09-04
Ny Form Troll;1;269,00;2023-09-04
Gloves/Mittens;1;269,00;2023-09-04
Sticker/Patch;2;60,00;2023-09-04
Mug;2;220,00;2023-09-04
Shot glass;2;78,00;2023-09-04
Jewelry;1;279,00;2023-09-04
Rain jacket;2;2198,30;2023-09-04
Pin;2;98,00;2023-09-04
Bag;3;5,50;2023-09-04
Nordkapp figure;1;99,00;2023-09-04
Tin;1;99,00;2023-09-04
Souvenirs;-88;-3779,41;2023-09-05
Books;2;448,00;2023-09-05
Food;102;4190,98;2023-09-05
Fur;-4;-1150,00;2023-09-05
Softshell;45;17331,75;2023-09-05
Down jacket;40;20750,00;2023-09-05
Troll magnet;10;790,00;2023-09-05
Fluffy socks;3;437,00;2023-09-05
Hat;60;3163,80;2023-09-05
Candy/Chocolate;34;1118,10;2023-09-05
T-shirt;-81;-3341,12;2023-09-05
Socks;2;220,00;2023-09-05
Keychain;1;89,00;2023-09-05
Cap;37;2325,00;2023-09-05
Down coat;17;7012,50;2023-09-05
Hoodie;175;30406,25;2023-09-05
Nordkapp book;84;3234,00;2023-09-05
Magnet;527;15033,31;2023-09-05
Glassware;1;179,00;2023-09-05
Snow globe;-3;-86,00;2023-09-05
Ny Form Troll;2;488,00;2023-09-05
Woolen sweater;1;498,75;2023-09-05
Sticker/Patch;4;154,00;2023-09-05
Mug;-5;413,94;2023-09-05
Shot glass;-91;-1820,72;2023-09-05
Postcard;301;574,00;2023-09-05
Jewelry;2;668,00;2023-09-05
Rain jacket;-62;-18055,00;2023-09-05
Teddy fleece;1;649,00;2023-09-05
Winter jacket;1;1999,00;2023-09-05
Fleece jacket;-15;-4218,75;2023-09-05
Children;-12;-585,00;2023-09-05
Bag;4;9,00;2023-09-05
Pen/Pencil;36;888,84;2023-09-05
Card Deck;1;79,00;2023-09-05
Glasses case;-8;-330,00;2023-09-05
Coin;2;158,00;2023-09-05
Boxer;1;139,00;2023-09-05
Souvenirs;1;99,00;2023-09-06
Various;3;297,00;2023-09-06
Food;8;492,00;2023-09-06
Softshell;1;899,00;2023-09-06
Troll magnet;4;316,00;2023-09-06
Fluffy socks;2;300,30;2023-09-06
Christmas;7;643,00;2023-09-06
Hat;9;1284,00;2023-09-06
T-shirt;7;1923,00;2023-09-06
Socks;5;588,00;2023-09-06
Keychain;8;602,00;2023-09-06
Cap;3;527,00;2023-09-06
Hoodie;3;1287,00;2023-09-06
Magnet;20;1280,00;2023-09-06
Ny Form Troll;1;269,00;2023-09-06
Sticker/Patch;6;286,00;2023-09-06
Mug;2;358,00;2023-09-06
Shot glass;3;195,00;2023-09-06
Soft toy;1;259,00;2023-09-06
Postcard;4;40,00;2023-09-06
Pin;1;49,00;2023-09-06
Viking;2;259,00;2023-09-06
Post stamp;1;30,00;2023-09-06
Buff;4;276,00;2023-09-06
Bag;8;20,00;2023-09-06
Reindeer products;1;369,00;2023-09-06
Boxer;1;139,00;2023-09-06
Souvenirs;3;297,00;2023-09-07
Trolls;5;695,00;2023-09-07
Various;-3;-297,00;2023-09-07
Food;3;407,00;2023-09-07
Softshell;2;1798,00;2023-09-07
Troll magnet;1;79,00;2023-09-07
Christmas;3;307,00;2023-09-07
Hat;4;658,00;2023-09-07
T-shirt;7;1913,00;2023-09-07
Socks;1;139,00;2023-09-07
Keychain;1;69,00;2023-09-07
Cap;1;179,00;2023-09-07
Combijacket;1;749,00;2023-09-07
Hoodie;1;429,00;2023-09-07
Magnet;4;236,00;2023-09-07
Glassware;1;169,00;2023-09-07
Snow globe;1;79,00;2023-09-07
Ny Form Troll;1;339,00;2023-09-07
Sticker/Patch;2;60,00;2023-09-07
Mug;1;110,00;2023-09-07
Pin;1;49,00;2023-09-07
Shawl/Scarf;1;359,00;2023-09-07
Bag;8;19,00;2023-09-07
Thimble;1;50,00;2023-09-07
Pen/Pencil;2;98,00;2023-09-07
Pile fleece;1;849,00;2023-09-07
Viking jewelry;1;269,00;2023-09-07
Souvenirs;2;184,00;2023-09-08
Trolls;3;327,00;2023-09-08
Books;7;1053,00;2023-09-08
